Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Year,Outlet_Size,Outlet_Location_Type,OUTLET TYPE,SALES
FDH60,19.7,reg,8.07%,Baking Goods,$197.01,OUT046,1997,Small,Tier 1,Supermarket Type1,"$3,338.99"
FDF57,14.5,Regular,0.00%,Fruits and Vegetables,$169.64,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,045.34"
NCX29,10,Low Fat,8.92%,Health and Hygiene,$147.71,OUT046,1997,Small,Tier 1,Supermarket Type1,$437.43
FDD34,7.945,Low Fat,1.59%,Snack Foods,$161.82,OUT013,1987,High,Tier 3,Supermarket Type1,"$2,446.82"
FDQ15,20.35,Regular,15.13%,Meat,$81.73,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$2,030.69"
FDL12,15.85,Regular,12.16%,Baking Goods,$60.22,OUT035,2004,Small,Tier 2,Supermarket Type1,$539.30
FDS22,16.85,Regular,2.31%,Snack Foods,$44.84,OUT013,1987,High,Tier 3,Supermarket Type1,$703.08
NCM29,11.5,Low Fat,1.77%,Health and Hygiene,$132.96,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,442.79"
FDO24,11.1,low fat,0.00%,Baking Goods,$156.46,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$2,376.91"
NCJ43,6.635,Low Fat,2.71%,Household,$174.94,OUT046,1997,Small,Tier 1,Supermarket Type1,"$1,744.40"
FDA37,7.81,Regular,5.52%,Canned,$123.10,OUT046,1997,Small,Tier 1,Supermarket Type1,$871.53
NCM07,9.395,Low Fat,4.01%,Others,$85.19,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,342.25"
FDT49,7,Low Fat,15.14%,Canned,$108.23,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,171.81"
FDP23,6.71,Low Fat,3.56%,Breads,$217.52,OUT035,2004,Small,Tier 2,Supermarket Type1,"$4,572.05"
DRF51,15.75,Low Fat,16.65%,Dairy,$38.05,OUT018,2009,Medium,Tier 3,Supermarket Type2,$265.65
NCZ41,19.85,Low Fat,6.48%,Health and Hygiene,$123.77,OUT017,2007,null,Tier 2,Supermarket Type1,"$2,503.41"
DRJ11,9.5,Low Fat,8.52%,Hard Drinks,$189.29,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$6,050.79"
FDP37,15.6,Low Fat,14.39%,Breakfast,$127.60,OUT017,2007,null,Tier 2,Supermarket Type1,"$2,441.49"
FDT60,null,Low Fat,13.23%,Baking Goods,$123.84,OUT019,1985,Small,Tier 1,Grocery Store,$123.84
FDA09,13.35,Regular,14.93%,Snack Foods,$178.67,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,797.66"
FDJ46,11.1,Low Fat,4.48%,Snack Foods,$174.21,OUT046,1997,Small,Tier 1,Supermarket Type1,"$1,926.16"
FDO48,15,Regular,2.68%,Baking Goods,$219.75,OUT013,1987,High,Tier 3,Supermarket Type1,"$3,094.64"
FDS59,14.8,Regular,4.41%,Breads,$109.06,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,428.14"
FDH44,19.1,Regular,2.59%,Fruits and Vegetables,$145.74,OUT046,1997,Small,Tier 1,Supermarket Type1,$882.85
NCM05,6.825,Low Fat,5.98%,Health and Hygiene,$264.32,OUT035,2004,Small,Tier 2,Supermarket Type1,"$4,229.16"
NCU06,null,Low Fat,13.03%,Household,$228.00,OUT019,1985,Small,Tier 1,Grocery Store,"$1,148.51"
FDV13,17.35,Regular,2.77%,Canned,$88.09,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,318.28"
FDA23,9.8,Low Fat,4.71%,Baking Goods,$102.40,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,720.43"
FDJ60,19.35,Regular,6.29%,Baking Goods,$164.12,OUT017,2007,null,Tier 2,Supermarket Type1,"$2,807.01"
FDN13,18.6,Low Fat,15.23%,Breakfast,$98.94,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,508.04"
DRF49,7.27,LF,7.11%,Soft Drinks,$114.45,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,366.22"
FDK20,12.6,Regular,4.17%,Fruits and Vegetables,$122.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,470.09"
FDB27,null,Low Fat,5.51%,Dairy,$196.78,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$5,912.30"
NCS18,12.65,Low Fat,4.22%,Household,$108.69,OUT046,1997,Small,Tier 1,Supermarket Type1,"$1,393.52"
FDZ49,null,Regular,13.25%,Canned,$220.38,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$5,289.12"
FDN32,17.5,Low Fat,1.56%,Fruits and Vegetables,$184.73,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,213.12"
FDO37,8.06,Low Fat,2.14%,Breakfast,$229.73,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$6,930.98"
NCD31,12.1,LF,1.55%,Household,$165.55,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$3,453.50"
NCV30,null,Low Fat,6.56%,Household,$62.35,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$2,150.53"
FDY49,17.2,Regular,1.20%,Canned,$166.62,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,155.83"
FDM10,null,Low Fat,7.56%,Snack Foods,$215.12,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$3,205.83"
FDT11,5.94,Regular,2.94%,Breads,$186.76,OUT046,1997,Small,Tier 1,Supermarket Type1,"$3,942.87"
FDD39,16.7,low fat,7.01%,Dairy,$217.89,OUT013,1987,High,Tier 3,Supermarket Type1,"$3,894.93"
NCL31,7.39,Low Fat,12.03%,Others,$141.55,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,290.35"
FDZ47,20.7,Regular,7.93%,Baking Goods,$100.10,OUT035,2004,Small,Tier 2,Supermarket Type1,$892.84
NCU18,null,Low Fat,9.78%,Household,$142.45,OUT019,1985,Small,Tier 1,Grocery Store,$564.60
FDJ58,null,Regular,10.48%,Snack Foods,$172.28,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$1,545.99"
FDX12,18.2,Regular,4.36%,Baking Goods,$241.42,OUT010,1998,null,Tier 3,Grocery Store,$482.04
FDV60,20.2,Regular,11.78%,Baking Goods,$195.21,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$2,356.93"
NCB19,null,Low Fat,8.99%,Household,$84.59,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$2,061.32"
FDH45,null,Regular,18.50%,Fruits and Vegetables,$42.38,OUT019,1985,Small,Tier 1,Grocery Store,$123.84
FDB03,17.75,Regular,15.67%,Dairy,$240.75,OUT013,1987,High,Tier 3,Supermarket Type1,"$4,566.72"
FDI27,8.71,Regular,0.00%,Dairy,$43.57,OUT017,2007,null,Tier 2,Supermarket Type1,$498.02
FDN22,18.85,Regular,13.91%,Snack Foods,$251.77,OUT017,2007,null,Tier 2,Supermarket Type1,"$3,020.07"
FDQ37,20.75,Low Fat,8.92%,Breakfast,$192.05,OUT035,2004,Small,Tier 2,Supermarket Type1,"$4,649.95"
FDM02,12.5,Regular,7.37%,Canned,$85.62,OUT035,2004,Small,Tier 2,Supermarket Type1,$610.54
FDW38,5.325,Regular,13.87%,Dairy,$53.73,OUT046,1997,Small,Tier 1,Supermarket Type1,$862.88
FDP34,null,Low Fat,24.03%,Snack Foods,$156.46,OUT019,1985,Small,Tier 1,Grocery Store,$312.93
FDY55,16.75,Low Fat,0.00%,Fruits and Vegetables,$255.40,OUT046,1997,Small,Tier 1,Supermarket Type1,"$4,625.98"
FDL34,16,Low Fat,4.09%,Snack Foods,$141.25,OUT013,1987,High,Tier 3,Supermarket Type1,"$3,387.59"
FDA09,13.35,Regular,15.00%,Snack Foods,$179.77,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$5,932.28"
FDM51,11.8,Regular,2.61%,Meat,$99.87,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,018.67"
FDI34,10.65,Regular,8.55%,Snack Foods,$231.47,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$3,225.14"
NCD31,12.1,LF,1.55%,Household,$165.85,OUT017,2007,null,Tier 2,Supermarket Type1,"$3,124.60"
FDW33,9.395,Low Fat,9.91%,Snack Foods,$105.83,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,704.45"
NCP05,19.6,Low Fat,2.53%,Health and Hygiene,$152.00,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,884.25"
FDL56,14.1,Low Fat,12.57%,Fruits and Vegetables,$86.92,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,133.86"
FDN01,null,Low Fat,7.20%,Breakfast,$177.94,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$6,881.04"
FDA25,16.5,Regular,6.83%,Canned,$104.80,OUT045,2002,null,Tier 2,Supermarket Type1,"$1,238.39"
FDF08,14.3,Regular,10.91%,Fruits and Vegetables,$88.29,OUT010,1998,null,Tier 3,Grocery Store,$175.77
FDH08,7.51,Low Fat,1.74%,Fruits and Vegetables,$227.90,OUT035,2004,Small,Tier 2,Supermarket Type1,$459.40
DRH03,17.25,low fat,3.51%,Dairy,$93.41,OUT049,1999,Medium,Tier 1,Supermarket Type1,$932.12
FDQ31,5.785,Regular,5.41%,Fruits and Vegetables,$87.09,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,406.17"
FDO10,13.65,Regular,1.28%,Snack Foods,$55.56,OUT017,2007,null,Tier 2,Supermarket Type1,$916.14
FDT39,6.26,reg,0.99%,Meat,$149.84,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,964.78"
FDM22,null,Regular,4.18%,Snack Foods,$53.46,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$1,597.92"
FDR21,19.7,Low Fat,11.20%,Snack Foods,$174.94,OUT010,1998,null,Tier 3,Grocery Store,$882.19
FDQ01,19.7,Regular,16.16%,Canned,$255.20,OUT017,2007,null,Tier 2,Supermarket Type1,"$3,570.02"
FDZ03,13.65,Regular,7.89%,Dairy,$186.72,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$4,474.18"
NCK05,20.1,Low Fat,7.78%,Health and Hygiene,$63.05,OUT018,2009,Medium,Tier 3,Supermarket Type2,$980.06
FDW55,12.6,Regular,2.20%,Fruits and Vegetables,$250.91,OUT013,1987,High,Tier 3,Supermarket Type1,"$4,731.17"
FDF47,20.85,Low Fat,9.78%,Starchy Foods,$222.87,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$3,589.99"
DRO59,null,Low Fat,9.48%,Hard Drinks,$77.90,OUT019,1985,Small,Tier 1,Grocery Store,$75.90
NCM55,15.6,Low Fat,6.67%,Others,$185.89,OUT046,1997,Small,Tier 1,Supermarket Type1,"$3,516.76"
FDY31,5.98,Low Fat,4.38%,Fruits and Vegetables,$146.84,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,765.70"
FDJ57,null,Regular,0.00%,Seafood,$184.36,OUT019,1985,Small,Tier 1,Grocery Store,$185.76
FDV51,16.35,Low Fat,3.27%,Meat,$165.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,492.06"
DRG36,14.15,Low Fat,9.54%,Soft Drinks,$170.51,OUT046,1997,Small,Tier 1,Supermarket Type1,"$2,395.55"
DRF13,12.1,Low Fat,0.00%,Soft Drinks,$145.14,OUT013,1987,High,Tier 3,Supermarket Type1,"$3,338.32"
NCJ54,9.895,Low Fat,6.02%,Household,$233.06,OUT045,2002,null,Tier 2,Supermarket Type1,"$6,041.47"
NCP42,8.51,Low Fat,1.61%,Household,$195.65,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$4,262.45"
NCF30,17,LF,12.62%,Household,$126.74,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,258.36"
FDY44,null,Regular,2.43%,Fruits and Vegetables,$194.71,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$5,892.33"
FDX09,9,Low Fat,6.54%,Snack Foods,$175.44,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$3,175.87"
NCU30,5.11,Low Fat,3.51%,Household,$163.22,OUT017,2007,null,Tier 2,Supermarket Type1,"$2,773.06"
FDU49,19.5,Regular,3.07%,Canned,$85.55,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,211.76"
FDC48,9.195,Low Fat,1.59%,Baking Goods,$84.16,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,238.39"
FDJ21,16.7,Regular,3.85%,Snack Foods,$147.51,OUT013,1987,High,Tier 3,Supermarket Type1,"$5,540.79"
NCX41,19,Low Fat,1.77%,Health and Hygiene,$210.82,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$2,540.69"
FDT36,12.3,Low Fat,11.13%,Baking Goods,$35.09,OUT046,1997,Small,Tier 1,Supermarket Type1,$458.74
FDK28,null,Low Fat,6.53%,Frozen Foods,$256.16,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$3,349.64"
DRI49,14.15,Low Fat,18.35%,Soft Drinks,$82.03,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,624.55"
NCM54,null,Low Fat,8.92%,Household,$128.97,OUT019,1985,Small,Tier 1,Grocery Store,$254.34
FDD48,10.395,Low Fat,3.03%,Baking Goods,$116.32,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,259.69"
NCF30,17,Low Fat,21.13%,Household,$125.14,OUT010,1998,null,Tier 3,Grocery Store,$251.67
FDX03,15.85,Regular,6.12%,Meat,$47.17,OUT049,1999,Medium,Tier 1,Supermarket Type1,$996.04
FDZ33,10.195,Low Fat,10.73%,Snack Foods,$149.81,OUT013,1987,High,Tier 3,Supermarket Type1,"$2,217.11"
FDB39,null,Low Fat,6.74%,Dairy,$57.43,OUT019,1985,Small,Tier 1,Grocery Store,$111.85
DRM11,6.57,Low Fat,6.63%,Hard Drinks,$261.43,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$4,165.24"
DRE48,8.43,Low Fat,0.00%,Soft Drinks,$195.38,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,576.61"
NCL31,7.39,Low Fat,12.05%,Others,$142.25,OUT045,2002,null,Tier 2,Supermarket Type1,"$2,433.50"
FDB11,16,LF,6.12%,Starchy Foods,$224.14,OUT017,2007,null,Tier 2,Supermarket Type1,"$4,725.85"
FDX14,13.1,Low Fat,7.51%,Dairy,$76.04,OUT049,1999,Medium,Tier 1,Supermarket Type1,$601.88
NCM29,null,Low Fat,1.76%,Health and Hygiene,$129.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$3,410.23"
FDH47,13.5,reg,12.91%,Starchy Foods,$95.21,OUT045,2002,null,Tier 2,Supermarket Type1,$583.24
FDG09,20.6,Regular,4.79%,Fruits and Vegetables,$185.86,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,689.80"
FDP25,15.2,Low Fat,2.12%,Canned,$216.98,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$4,804.41"
FDY27,null,Low Fat,3.17%,Dairy,$179.13,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$1,605.91"
DRM59,5.88,Low Fat,0.36%,Hard Drinks,$154.20,OUT017,2007,null,Tier 2,Supermarket Type1,"$3,537.40"
DRI03,6.03,Low Fat,2.28%,Dairy,$178.10,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,416.82"
FDY03,null,Regular,13.33%,Meat,$112.62,OUT019,1985,Small,Tier 1,Grocery Store,$675.12
NCV17,18.85,Low Fat,1.61%,Health and Hygiene,$130.26,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$3,016.74"
NCJ17,7.68,Low Fat,15.24%,Health and Hygiene,$85.52,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,278.34"
NCP54,15.35,Low Fat,3.53%,Household,$124.67,OUT017,2007,null,Tier 2,Supermarket Type1,"$2,093.94"
FDZ15,13.1,Low Fat,2.09%,Dairy,$119.28,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$3,098.63"
NCR05,10.1,Low Fat,5.49%,Health and Hygiene,$198.61,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$2,182.49"
FDX03,null,Regular,10.70%,Meat,$44.77,OUT019,1985,Small,Tier 1,Grocery Store,$135.82
FDQ12,12.65,Low Fat,3.55%,Baking Goods,$231.40,OUT045,2002,null,Tier 2,Supermarket Type1,"$2,526.71"
FDC21,14.6,Regular,4.29%,Fruits and Vegetables,$109.83,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,627.88"
FDQ40,11.1,Regular,3.62%,Frozen Foods,$176.07,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,581.94"
FDI07,null,Regular,3.36%,Meat,$197.24,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$3,163.88"
FDQ25,8.63,Regular,2.83%,Canned,$172.54,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$2,241.75"
NCK18,9.6,Low Fat,0.00%,Household,$163.92,OUT035,2004,Small,Tier 2,Supermarket Type1,"$4,293.08"
DRI25,19.6,Low Fat,5.67%,Soft Drinks,$55.66,OUT010,1998,null,Tier 3,Grocery Store,$165.78
DRA24,19.35,Regular,4.00%,Soft Drinks,$165.09,OUT049,1999,Medium,Tier 1,Supermarket Type1,$982.72
FDA32,14,Low Fat,3.02%,Fruits and Vegetables,$214.72,OUT045,2002,null,Tier 2,Supermarket Type1,"$3,020.07"
FDE59,12.15,Low Fat,6.25%,Starchy Foods,$34.35,OUT018,2009,Medium,Tier 3,Supermarket Type2,$251.67
FDY59,8.195,Low Fat,3.14%,Baking Goods,$93.85,OUT046,1997,Small,Tier 1,Supermarket Type1,$647.82
FDQ20,8.325,Low Fat,2.98%,Fruits and Vegetables,$41.61,OUT045,2002,null,Tier 2,Supermarket Type1,$284.30
FDB21,7.475,Low Fat,14.91%,Fruits and Vegetables,$241.69,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$6,042.14"
FDB41,null,Regular,17.04%,Frozen Foods,$45.27,OUT019,1985,Small,Tier 1,Grocery Store,$47.27
DRG11,6.385,Low Fat,8.38%,Hard Drinks,$109.86,OUT013,1987,High,Tier 3,Supermarket Type1,"$3,235.79"
FDV10,null,Regular,11.68%,Snack Foods,$41.01,OUT019,1985,Small,Tier 1,Grocery Store,$42.61
FDI41,18.5,Regular,6.22%,Frozen Foods,$148.34,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,765.70"
FDN10,11.5,Low Fat,4.64%,Snack Foods,$118.91,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,540.66"
NCM17,7.93,Low Fat,7.14%,Health and Hygiene,$45.91,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,070.61"
DRG37,null,LF,3.39%,Soft Drinks,$154.40,OUT019,1985,Small,Tier 1,Grocery Store,$311.59
FDA21,13.65,Low Fat,3.60%,Snack Foods,$183.79,OUT045,2002,null,Tier 2,Supermarket Type1,"$2,591.29"
FDM27,12.35,Regular,15.83%,Meat,$157.99,OUT013,1987,High,Tier 3,Supermarket Type1,"$3,313.69"
FDA32,14,Low Fat,3.01%,Fruits and Vegetables,$216.02,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$2,588.63"
NCZ53,9.6,Low Fat,2.45%,Health and Hygiene,$189.22,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$3,956.85"
FDW40,14,Regular,10.51%,Frozen Foods,$143.28,OUT035,2004,Small,Tier 2,Supermarket Type1,"$3,277.07"
FDS52,8.89,Low Fat,0.55%,Frozen Foods,$100.50,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,315.62"
FDM58,16.85,Regular,13.34%,Snack Foods,$109.85,OUT010,1998,null,Tier 3,Grocery Store,$223.71
NCE54,null,Low Fat,4.71%,Household,$75.54,OUT019,1985,Small,Tier 1,Grocery Store,$150.47
FDS11,7.05,Regular,5.55%,Breads,$225.31,OUT035,2004,Small,Tier 2,Supermarket Type1,"$5,816.43"
FDL20,17.1,Low Fat,12.86%,Fruits and Vegetables,$111.69,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,556.64"
FDX13,null,Low Fat,4.76%,Canned,$249.11,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$8,217.30"
FDR21,19.7,LF,6.69%,Snack Foods,$174.44,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,587.93"
FDV28,16.1,Regular,16.04%,Frozen Foods,$33.66,OUT018,2009,Medium,Tier 3,Supermarket Type2,$203.73
FDZ51,11.3,Regular,5.49%,Meat,$96.91,OUT017,2007,null,Tier 2,Supermarket Type1,$952.09
FDD46,6.035,LF,14.15%,Snack Foods,$153.20,OUT045,2002,null,Tier 2,Supermarket Type1,"$1,538.00"
FDE23,17.6,Regular,5.34%,Starchy Foods,$46.71,OUT018,2009,Medium,Tier 3,Supermarket Type2,$699.09
NCF55,6.675,LF,2.17%,Household,$34.99,OUT045,2002,null,Tier 2,Supermarket Type1,$247.01
FDU12,15.5,Regular,7.57%,Baking Goods,$262.96,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,845.60"
FDZ22,9.395,Low Fat,4.53%,Snack Foods,$85.03,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$2,080.63"
FDI44,16.1,LF,10.01%,Fruits and Vegetables,$78.43,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,158.49"
FDH50,15,Regular,16.23%,Canned,$185.93,OUT017,2007,null,Tier 2,Supermarket Type1,"$4,610.67"
FDE57,9.6,Low Fat,3.63%,Fruits and Vegetables,$142.92,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$3,261.75"
DRJ51,14.1,Low Fat,8.79%,Dairy,$228.57,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,151.83"
FDX52,11.5,Regular,4.21%,Frozen Foods,$192.68,OUT045,2002,null,Tier 2,Supermarket Type1,"$3,861.64"
DRN47,12.1,Low Fat,1.69%,Hard Drinks,$178.37,OUT017,2007,null,Tier 2,Supermarket Type1,"$4,314.38"
FDT21,7.42,Low Fat,2.04%,Snack Foods,$249.01,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$2,988.11"
FDY21,15.1,Low Fat,17.38%,Snack Foods,$196.51,OUT045,2002,null,Tier 2,Supermarket Type1,"$4,713.86"
FDG21,null,Regular,25.62%,Seafood,$151.01,OUT019,1985,Small,Tier 1,Grocery Store,$149.81
FDS58,9.285,Regular,2.10%,Snack Foods,$161.16,OUT035,2004,Small,Tier 2,Supermarket Type1,"$4,011.45"
FDA26,7.855,Regular,0.00%,Dairy,$220.15,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$4,600.01"
FDY16,null,Regular,9.18%,Frozen Foods,$182.53,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$6,454.93"
FDF20,12.85,Low Fat,3.32%,Fruits and Vegetables,$196.68,OUT046,1997,Small,Tier 1,Supermarket Type1,"$2,759.08"
FDI15,13.8,Low Fat,14.12%,Dairy,$263.79,OUT013,1987,High,Tier 3,Supermarket Type1,"$5,564.76"
FDC47,15,Low Fat,19.90%,Snack Foods,$226.57,OUT010,1998,null,Tier 3,Grocery Store,$913.48
FDL08,10.8,Low Fat,4.97%,Fruits and Vegetables,$246.81,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,450.14"
FDF08,14.3,Regular,6.52%,Fruits and Vegetables,$88.49,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,406.17"
FDN03,9.8,Regular,1.51%,Meat,$250.14,OUT035,2004,Small,Tier 2,Supermarket Type1,"$4,005.45"
FDG34,11.5,Regular,3.78%,Snack Foods,$106.63,OUT017,2007,null,Tier 2,Supermarket Type1,$325.58
FDA56,9.21,Low Fat,0.88%,Fruits and Vegetables,$119.84,OUT045,2002,null,Tier 2,Supermarket Type1,"$1,340.26"
NCI17,null,Low Fat,14.27%,Health and Hygiene,$95.14,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$2,510.07"
NCO17,10,Low Fat,7.35%,Health and Hygiene,$118.34,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,797.66"
FDK55,18.5,Low Fat,2.59%,Meat,$87.72,OUT017,2007,null,Tier 2,Supermarket Type1,$802.95
FDD10,20.6,Regular,4.63%,Snack Foods,$177.43,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,962.78"
NCH18,9.3,Low Fat,4.46%,Household,$245.48,OUT013,1987,High,Tier 3,Supermarket Type1,"$3,193.84"
NCA53,11.395,Low Fat,0.99%,Health and Hygiene,$48.80,OUT045,2002,null,Tier 2,Supermarket Type1,$777.65
DRJ24,11.8,Low Fat,18.97%,Soft Drinks,$184.39,OUT010,1998,null,Tier 3,Grocery Store,$370.18
DRN35,8.01,Low Fat,7.02%,Hard Drinks,$37.95,OUT013,1987,High,Tier 3,Supermarket Type1,$826.92
FDC47,15,Low Fat,11.94%,Snack Foods,$229.37,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$5,024.13"
FDN48,13.35,Low Fat,6.52%,Baking Goods,$93.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,102.56"
FDR27,null,Regular,9.56%,Meat,$130.79,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$3,047.37"
FDS33,null,Regular,21.61%,Snack Foods,$86.85,OUT019,1985,Small,Tier 1,Grocery Store,$354.21
DRL11,10.5,Low Fat,4.80%,Hard Drinks,$157.09,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,209.12"
FDQ21,21.25,Low Fat,1.95%,Snack Foods,$120.48,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,938.81"
FDY37,17,Regular,2.66%,Canned,$142.05,OUT046,1997,Small,Tier 1,Supermarket Type1,"$3,149.23"
FDS35,9.3,Low Fat,11.11%,Breads,$63.18,OUT013,1987,High,Tier 3,Supermarket Type1,"$2,002.06"
DRD60,15.7,Low Fat,3.72%,Soft Drinks,$183.16,OUT046,1997,Small,Tier 1,Supermarket Type1,"$5,634.67"
DRP47,15.75,Low Fat,14.06%,Hard Drinks,$252.84,OUT046,1997,Small,Tier 1,Supermarket Type1,"$6,308.46"
NCY41,null,low fat,7.54%,Health and Hygiene,$35.25,OUT027,1985,Medium,Tier 3,Supermarket Type3,$970.74
FDR59,14.5,Regular,6.40%,Breads,$263.16,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$2,616.59"
FDM36,null,Regular,10.28%,Baking Goods,$172.64,OUT019,1985,Small,Tier 1,Grocery Store,$344.88
NCI42,null,Low Fat,1.03%,Household,$208.50,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$3,751.12"
FDA31,7.1,Low Fat,11.06%,Fruits and Vegetables,$173.81,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,211.76"
FDY33,14.5,Regular,0.00%,Snack Foods,$159.33,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,864.27"
FDV40,17.35,Low Fat,1.47%,Frozen Foods,$73.10,OUT045,2002,null,Tier 2,Supermarket Type1,$886.85
NCW17,18,Low Fat,1.95%,Health and Hygiene,$128.70,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$2,441.49"
FDN38,6.615,Regular,9.19%,Canned,$248.64,OUT013,1987,High,Tier 3,Supermarket Type1,"$3,504.77"
FDQ11,null,Regular,11.85%,Breads,$256.40,OUT019,1985,Small,Tier 1,Grocery Store,$257.00
FDG34,11.5,Regular,3.76%,Snack Foods,$107.53,OUT045,2002,null,Tier 2,Supermarket Type1,$325.58
NCN14,19.1,Low Fat,9.21%,Others,$183.76,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$4,777.78"
FDY46,null,Low Fat,4.77%,Snack Foods,$188.39,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$5,238.51"
